mu;dm;l;nmp;df;clutch;k;system;patch;imprint;numgen;seed;q;nfp;runtime;sdmu;generation;meanaf;varaf;meanam;varam;nsurvf;nsurvm;ram;file
0.01;0.8;0.5;2;0.2;200;0.333333;diploid;1000;maternal;20000;444522654;1;2;1472654860;0.02;19997.0;3.828844;0.006309458;2.519918;0.004505176;415483.2;415328.4;0.065276;./core_167/sim_sa_sexbias_31_8_2016_154740_429607264
0.01;0.8;0.5;2;0.2;200;0.333333;haplodiploid;1000;paternal;20000;69276378;1;2;1472654864;0.02;19997.0;2.668122;0.004229444;2.5282;0.003276252;140458.4;140201.2;0.031056;./core_168/sim_sa_sexbias_31_8_2016_154743_935042587
0.01;0.8;0.5;2;0.2;200;0.333333;diploid;1000;paternal;20000;403945566;1;2;1472654860;0.02;19997.0;2.717714;0.004338386;2.538398;0.004105778;148487.8;148701.0;0.03116;./core_169/sim_sa_sexbias_31_8_2016_154740_381250265
0.01;0.85;0.5;2;0.15;200;0.333333;haplodiploid;1000;offspring;20000;244965564;1;2;1472654863;0.02;19997.0;2.833222;0.004367182;2.570076;0.002789546;168291.8;168324.2;0.028196;./core_170/sim_sa_sexbias_31_8_2016_154743_49010812
0.01;0.85;0.5;2;0.15;200;0.333333;diploid;1000;offspring;20000;41152445;1;2;1472654860;0.02;19997.0;2.774112;0.007984324;2.53279;0.002693318;157792.4;157982.8;0.028184;./core_171/sim_sa_sexbias_31_8_2016_154740_28977941
0.01;0.85;0.5;2;0.15;200;0.333333;haplodiploid;1000;madumnal;20000;82648455;1;2;1472654860;0.02;19997.0;3.02983;0.003736922;2.476458;0.002209154;205439.4;205552.8;0.032492;./core_172/sim_sa_sexbias_31_8_2016_154740_67910654
0.01;0.85;0.5;2;0.15;200;0.333333;diploid;1000;madumnal;20000;832891250;1;2;1472654858;0.02;19997.0;2.991116;0.00180228;2.497208;0.002279224;198074.6;197744.6;0.03044;./core_173/sim_sa_sexbias_31_8_2016_154738_818278219
0.01;0.85;0.5;2;0.15;200;0.333333;haplodiploid;1000;padumnal;20000;598867334;1;2;1472654860;0.02;19997.0;2.702636;0.003387426;2.534302;0.0023429;145886.4;146073.2;0.028168;./core_174/sim_sa_sexbias_31_8_2016_154740_581620762
0.01;0.85;0.5;2;0.15;200;0.333333;diploid;1000;padumnal;20000;920130525;1;2;1472654859;0.02;19997.0;2.562218;0.003310424;2.490016;0.002481638;124249.6;124404.6;0.028172;./core_175/sim_sa_sexbias_31_8_2016_154739_906500844
0.01;0.85;0.5;2;0.15;200;0.333333;haplodiploid;1000;maternal;20000;255020386;1;2;1472654859;0.02;19997.0;3.928782;0.01583176;2.479978;0.01055488;448378.0;448534.8;0.061184;./core_176/sim_sa_sexbias_31_8_2016_154739_238380124
0.01;0.85;0.5;2;0.15;200;0.333333;diploid;1000;maternal;20000;379565720;1;2;1472654864;0.02;19997.0;3.87015;0.005911842;2.569596;0.0030035;429133.6;429108.8;0.059132;./core_177/sim_sa_sexbias_31_8_2016_154744_266388312
0.01;0.85;0.5;2;0.15;200;0.333333;haplodiploid;1000;paternal;20000;776686652;1;2;1472654863;0.02;19997.0;2.683006;0.002379542;2.51271;0.005042476;143027.0;142996.2;0.02816;./core_178/sim_sa_sexbias_31_8_2016_154743_641171635
0.01;0.85;0.5;2;0.15;200;0.333333;diploid;1000;paternal;20000;178447246;1;2;1472654860;0.02;19997.0;2.684936;0.00455578;2.574646;0.005332572;143014.4;143495.6;0.028172;./core_179/sim_sa_sexbias_31_8_2016_154740_137058793
0.01;0.9;0.5;2;0.1;200;0.333333;haplodiploid;1000;offspring;20000;578405633;1;2;1472654864;0.02;19997.0;2.740592;0.00417744;2.563072;0.004354692;152386.8;152214.6;0.02976;./core_180/sim_sa_sexbias_31_8_2016_154744_578055565
0.01;0.9;0.5;2;0.1;200;0.333333;diploid;1000;offspring;20000;860088242;1;2;1472654860;0.02;19997.0;2.780236;0.002301852;2.492554;0.003232968;159285.2;159116.6;0.029732;./core_181/sim_sa_sexbias_31_8_2016_154740_845520336
0.01;0.9;0.5;2;0.1;200;0.333333;haplodiploid;1000;madumnal;20000;685231181;1;2;1472654858;0.02;19997.0;3.022636;0.002300584;2.550852;0.00207865;204470.0;204513.0;0.029824;./core_182/sim_sa_sexbias_31_8_2016_154738_670729667
0.01;0.9;0.5;2;0.1;200;0.333333;diploid;1000;madumnal;20000;447423379;1;2;1472654859;0.02;19997.0;3.00567;0.003177184;2.486848;0.001558356;200312.4;200550.4;0.03336;./core_183/sim_sa_sexbias_31_8_2016_154739_428086946
0.01;0.9;0.5;2;0.1;200;0.333333;haplodiploid;1000;padumnal;20000;41144517;1;2;1472654860;0.02;19997.0;2.65673;0.003760488;2.488016;0.00317718;138886.4;138549.6;0.029732;./core_184/sim_sa_sexbias_31_8_2016_154740_23196210
0.01;0.9;0.5;2;0.1;200;0.333333;diploid;1000;padumnal;20000;339352751;1;2;1472654859;0.02;19997.0;2.568854;0.002652344;2.516756;0.002184898;125449.2;125338.6;0.02974;./core_185/sim_sa_sexbias_31_8_2016_154739_322935792
0.01;0.9;0.5;2;0.1;200;0.333333;haplodiploid;1000;maternal;20000;551814983;1;2;1472654859;0.02;19997.0;4.032504;0.00895864;2.44413;0.004881586;484611.2;485023.8;0.088208;./core_186/sim_sa_sexbias_31_8_2016_154739_542581672
0.01;0.9;0.5;2;0.1;200;0.333333;diploid;1000;maternal;20000;383178286;1;2;1472654860;0.02;19997.0;3.986584;0.002013452;2.528416;0.005372932;468717.8;468984.8;0.065556;./core_187/sim_sa_sexbias_31_8_2016_154740_369147802
0.01;0.9;0.5;2;0.1;200;0.333333;haplodiploid;1000;paternal;20000;150522639;1;2;1472654864;0.02;19997.0;2.639254;0.002241412;2.581148;0.002001134;136180.2;136208.8;0.029676;./core_188/sim_sa_sexbias_31_8_2016_154743_956149028
0.01;0.9;0.5;2;0.1;200;0.333333;diploid;1000;paternal;20000;95722956;1;2;1472654863;0.02;19997.0;2.68579;0.004696946;2.566528;0.001901848;143240.6;143373.4;0.029716;./core_189/sim_sa_sexbias_31_8_2016_154743_44260989
0.01;0.95;0.5;2;0.05;200;0.333333;haplodiploid;1000;offspring;20000;919711689;1;2;1472654859;0.02;19997.0;2.721592;0.010159092;2.525778;0.003538042;149213.8;148877.0;0.026872;./core_190/sim_sa_sexbias_31_8_2016_154739_906913537
0.01;0.95;0.5;2;0.05;200;0.333333;diploid;1000;offspring;20000;488707271;1;2;1472654860;0.02;19997.0;2.653104;0.002496;2.487138;0.0021177;138331.4;138472.0;0.026864;./core_191/sim_sa_sexbias_31_8_2016_154740_473699326
0.01;0.95;0.5;2;0.05;200;0.333333;haplodiploid;1000;madumnal;20000;588548419;1;2;1472654863;0.02;19997.0;2.97218;0.004070766;2.550468;0.002304268;194458.6;193778.0;0.033128;./core_192/sim_sa_sexbias_31_8_2016_154743_511346647
0.01;0.95;0.5;2;0.05;200;0.333333;diploid;1000;madumnal;20000;69314844;1;2;1472654864;0.02;19997.0;2.921936;0.003412514;2.537752;0.002214096;183923.2;184153.8;0.027684;./core_193/sim_sa_sexbias_31_8_2016_154743_935043294
0.01;0.95;0.5;2;0.05;200;0.333333;haplodiploid;1000;padumnal;20000;551009205;1;2;1472654860;0.02;19997.0;2.562652;0.002539644;2.488786;0.0021057;124705.0;124545.8;0.026864;./core_194/sim_sa_sexbias_31_8_2016_154740_536917087
0.01;0.95;0.5;2;0.05;200;0.333333;diploid;1000;padumnal;20000;184318965;1;2;1472654863;0.02;19997.0;2.486954;0.003639028;2.541336;0.002286528;113793.0;113843.8;0.02686;./core_195/sim_sa_sexbias_31_8_2016_154743_45554966
0.01;0.95;0.5;2;0.05;200;0.333333;haplodiploid;1000;maternal;20000;316208871;1;2;1472654860;0.02;19997.0;4.347188;0.01195494;2.481156;0.01194188;608267.0;607950.0;0.088356;./core_196/sim_sa_sexbias_31_8_2016_154740_298522253
0.01;0.95;0.5;2;0.05;200;0.333333;diploid;1000;maternal;20000;597883979;1;2;1472654860;0.02;19997.0;4.218158;0.01368978;2.535378;0.004179826;554048.8;553893.8;0.088488;./core_197/sim_sa_sexbias_31_8_2016_154740_579745330
0.01;0.95;0.5;2;0.05;200;0.333333;haplodiploid;1000;paternal;20000;920229787;1;2;1472654859;0.02;19997.0;2.537258;0.0033451;2.572712;0.00190269;121023.6;121031.0;0.02686;./core_198/sim_sa_sexbias_31_8_2016_154739_905177752
0.01;0.95;0.5;2;0.05;200;0.333333;diploid;1000;paternal;20000;910376665;1;2;1472654860;0.02;19997.0;2.525806;0.003777188;2.553306;0.00649874;119374.6;119393.0;0.026868;./core_199/sim_sa_sexbias_31_8_2016_154740_889178052
0.01;1;0.5;2;0;200;0.333333;haplodiploid;1000;offspring;20000;425040154;1;2;1472654860;0.02;19997.0;2.723382;0.003918616;2.533432;0.003343774;149319.6;149822.2;0.024412;./core_200/sim_sa_sexbias_31_8_2016_154740_389542802
0.01;1;0.5;2;0;200;0.333333;diploid;1000;offspring;20000;357745207;1;2;1472654860;0.02;19997.0;2.604138;0.00353345;2.580092;0.004671584;130581.6;130876.2;0.0244;./core_201/sim_sa_sexbias_31_8_2016_154740_344253341
0.01;1;0.5;2;0;200;0.333333;haplodiploid;1000;madumnal;20000;359159129;1;2;1472654864;0.02;19997.0;2.93266;0.00414089;2.495296;0.003777426;186754.2;186334.4;0.031576;./core_202/sim_sa_sexbias_31_8_2016_154744_265918541
0.01;1;0.5;2;0;200;0.333333;diploid;1000;madumnal;20000;838624893;1;2;1472654863;0.02;19997.0;2.90816;0.002224154;2.545786;0.003819258;181790.8;181827.4;0.03294;./core_203/sim_sa_sexbias_31_8_2016_154743_643168136
0.01;1;0.5;2;0;200;0.333333;haplodiploid;1000;padumnal;20000;595109698;1;2;1472654864;0.02;19997.0;2.480272;0.003278406;2.52763;0.004026544;112678.2;113151.8;0.024436;./core_204/sim_sa_sexbias_31_8_2016_154744_594787413
0.01;1;0.5;2;0;200;0.333333;diploid;1000;padumnal;20000;755283504;1;2;1472654860;0.02;19997.0;2.420408;0.003000616;2.565304;0.002701742;104897.0;104895.0;0.024452;./core_205/sim_sa_sexbias_31_8_2016_154740_741045629
0.01;1;0.5;2;0;200;0.333333;haplodiploid;1000;maternal;20000;860204253;1;2;1472654860;0.02;19997.0;4.367646;0.007050396;2.453038;0.005572688;616887.4;616315.8;0.08438;./core_206/sim_sa_sexbias_31_8_2016_154740_845651167
0.01;1;0.5;2;0;200;0.333333;diploid;1000;maternal;20000;747635979;1;2;1472654859;0.02;19997.0;4.264436;0.007681298;2.52547;0.006236034;573377.8;573090.0;0.08224;./core_207/sim_sa_sexbias_31_8_2016_154739_726983433
0.01;1;0.5;2;0;200;0.333333;haplodiploid;1000;paternal;20000;42177611;1;2;1472654861;0.02;19997.0;2.519488;0.001998594;2.530222;0.001690636;118292.2;118498.0;0.024436;./core_208/sim_sa_sexbias_31_8_2016_154741_26633090
0.01;1;0.5;2;0;200;0.333333;diploid;1000;paternal;20000;356145138;1;2;1472654860;0.02;19997.0;2.442214;0.008093002;2.541748;0.004919454;107832.6;107492.8;0.024436;./core_209/sim_sa_sexbias_31_8_2016_154740_342559573
