system;q;dm;k;clutch;seed;sdmu;df;mu;numgen;nmp;nfp;runtime;patch;imprint;l;generation;meanaf;varaf;meanam;varam;nsurvf;nsurvm;ram;file
haplodiploid;1;0.55;0.333333;200;396173425;0.02;0.45;0.01;20000;2;2;1552698533;1000;offspring;0.1;20000;2.74129;0.00436904;3.1002;0.0035469;153213;151998;0.033164;./core_551/sim_sa_sexbias_16_3_2019_010853_395807750
diploid;1;0.55;0.333333;200;968026447;0.02;0.45;0.01;20000;2;2;1552735807;1000;offspring;0.1;20000;2.67876;0.00242937;2.96521;0.00353015;141910;141860;0.033424;./core_551/sim_sa_sexbias_16_3_2019_113007_946111629
diploid;1;0.55;0.333333;200;355736742;0.02;0.45;0.01;20000;2;2;1552662029;1000;offspring;0.1;20000;2.79227;0.00288255;3.0035;0.00553297;161028;161227;0.035892;./core_552/sim_sa_sexbias_15_3_2019_150029_355349777
diploid;1;0.55;0.333333;200;561792967;0.02;0.45;0.01;20000;2;2;1552699395;1000;offspring;0.1;20000;2.78766;0.00390808;2.97527;0.0079616;160254;160607;0.033496;./core_552/sim_sa_sexbias_16_3_2019_012315_561345598
diploid;1;0.55;0.333333;200;353546283;0.02;0.45;0.01;20000;2;2;1552737955;1000;offspring;0.1;20000;2.76618;0.00472822;2.9779;0.00568674;156864;156860;0.033164;./core_552/sim_sa_sexbias_16_3_2019_120555_353201124
diploid;1;0.55;0.333333;200;345398703;0.02;0.45;0.01;20000;2;2;1552662029;1000;offspring;0.1;20000;2.72991;0.00579104;2.97939;0.00387708;151330;151027;0.033544;./core_553/sim_sa_sexbias_15_3_2019_150029_344986757
haplodiploid;1;0.55;0.333333;200;522220043;0.02;0.45;0.01;20000;2;2;1552700240;1000;madumnal;0.1;20000;2.86333;0.00211752;3.04031;0.00532699;173664;173435;0.033796;./core_553/sim_sa_sexbias_16_3_2019_013720_500525349
haplodiploid;1;0.55;0.333333;200;358215519;0.02;0.45;0.01;20000;2;2;1552740687;1000;madumnal;0.1;20000;2.83842;0.00377147;3.00914;0.00733375;168977;168667;0.033484;./core_553/sim_sa_sexbias_16_3_2019_125127_336510236
haplodiploid;1;0.55;0.333333;200;551562785;0.02;0.45;0.01;20000;2;2;1552662034;1000;madumnal;0.1;20000;2.8276;0.00178243;3.05082;0.0039148;167522;166773;0.033636;./core_554/sim_sa_sexbias_15_3_2019_150034_550212142
haplodiploid;1;0.55;0.333333;200;90549849;0.02;0.45;0.01;20000;2;2;1552867183;1000;madumnal;0.1;20000;2.81966;0.00200537;3.09312;0.00499292;165865;165813;0.033684;./core_554/sim_sa_sexbias_17_3_2019_235943_66616081
haplodiploid;1;0.55;0.333333;200;314645216;0.02;0.45;0.01;20000;2;2;1553075381;1000;madumnal;0.1;20000;2.88166;0.00414142;3.03013;0.00364172;177390;177624;0.033516;./core_554/sim_sa_sexbias_20_3_2019_094941_313611642
diploid;1;0.55;0.333333;200;353002839;0.02;0.45;0.01;20000;2;2;1552662029;1000;madumnal;0.1;20000;2.86782;0.0032888;3.104;0.00384615;174344;174177;0.0335;./core_555/sim_sa_sexbias_15_3_2019_150029_352659548
diploid;1;0.55;0.333333;200;870572753;0.02;0.45;0.01;20000;2;2;1552702964;1000;madumnal;0.1;20000;2.84802;0.00333914;3.076;0.00192553;170165;170812;0.033408;./core_555/sim_sa_sexbias_16_3_2019_022244_848677142
diploid;1;0.55;0.333333;200;555317360;0.02;0.45;0.01;20000;2;2;1552744757;1000;madumnal;0.1;20000;2.86427;0.00169619;3.03548;0.00300888;173405;173890;0.033896;./core_555/sim_sa_sexbias_16_3_2019_135917_554980407
diploid;1;0.55;0.333333;200;368482761;0.02;0.45;0.01;20000;2;2;1552662029;1000;madumnal;0.1;20000;2.89994;0.00321508;3.02094;0.00165364;180207;180314;0.034;./core_556/sim_sa_sexbias_15_3_2019_150029_368056301
diploid;1;0.55;0.333333;200;13901516;0.02;0.45;0.01;20000;2;2;1552701719;1000;madumnal;0.1;20000;2.90176;0.00361329;3.08625;0.00184715;180740;180689;0.033724;./core_556/sim_sa_sexbias_16_3_2019_020159_13503717
haplodiploid;1;0.55;0.333333;200;464476804;0.02;0.45;0.01;20000;2;2;1552741686;1000;padumnal;0.1;20000;2.63464;0.00325379;3.05792;0.00625302;135410;136098;0.033624;./core_556/sim_sa_sexbias_16_3_2019_130806_464146514
haplodiploid;1;0.55;0.333333;200;153620916;0.02;0.45;0.01;20000;2;2;1552662029;1000;padumnal;0.1;20000;2.64626;0.00343689;3.08265;0.00241466;136997;136935;0.033552;./core_557/sim_sa_sexbias_15_3_2019_150029_153244475
haplodiploid;1;0.55;0.333333;200;26425572;0.02;0.45;0.01;20000;2;2;1552686512;1000;padumnal;0.1;20000;2.68405;0.00417347;3.05625;0.00321908;142690;142020;0.033284;./core_557/sim_sa_sexbias_15_3_2019_214832_5134813
haplodiploid;1;0.55;0.333333;200;824406192;0.02;0.45;0.01;20000;2;2;1552711720;1000;padumnal;0.1;20000;2.6939;0.00387197;3.0245;0.0029404;144407;144554;0.033104;./core_557/sim_sa_sexbias_16_3_2019_044840_803130809
haplodiploid;1;0.55;0.333333;200;288255131;0.02;0.45;0.01;20000;2;2;1552662029;1000;padumnal;0.1;20000;2.70202;0.0080043;3.13175;0.00366399;145958;145781;0.03338;./core_558/sim_sa_sexbias_15_3_2019_150029_287812387
diploid;1;0.55;0.333333;200;18048453;0.02;0.45;0.01;20000;2;2;1552695136;1000;padumnal;0.1;20000;2.66298;0.00151732;2.89556;0.00270172;139261;139803;0.033608;./core_558/sim_sa_sexbias_16_3_2019_001215_996385091
diploid;1;0.55;0.333333;200;359797718;0.02;0.45;0.01;20000;2;2;1552729663;1000;padumnal;0.1;20000;2.62528;0.00207687;2.96439;0.00314297;133960;133867;0.033212;./core_558/sim_sa_sexbias_16_3_2019_094743_359404729
diploid;1;0.55;0.333333;200;358372576;0.02;0.45;0.01;20000;2;2;1552662029;1000;padumnal;0.1;20000;2.62255;0.00240986;2.87368;0.00249766;133483;133171;0.033368;./core_559/sim_sa_sexbias_15_3_2019_150029_357988330
diploid;1;0.55;0.333333;200;331410377;0.02;0.45;0.01;20000;2;2;1552695573;1000;padumnal;0.1;20000;2.70791;0.00297073;2.92077;0.00195765;147008;146084;0.0332;./core_559/sim_sa_sexbias_16_3_2019_001933_316658479
diploid;1;0.55;0.333333;200;959485706;0.02;0.45;0.01;20000;2;2;1552730706;1000;padumnal;0.1;20000;2.68174;0.00258212;2.94584;0.00185262;142781;141796;0.033364;./core_559/sim_sa_sexbias_16_3_2019_100506_939751508
haplodiploid;1;0.55;0.333333;200;274022011;0.02;0.45;0.01;20000;2;2;1552662029;1000;maternal;0.1;20000;3.04516;0.00728848;3.14227;0.00426687;209814;208510;0.038616;./core_560/sim_sa_sexbias_15_3_2019_150029_273583514
haplodiploid;1;0.55;0.333333;200;271950260;0.02;0.45;0.01;20000;2;2;1552711281;1000;maternal;0.1;20000;3.07137;0.00615301;3.2828;0.0111638;213843;214691;0.038688;./core_560/sim_sa_sexbias_16_3_2019_044121_271573699
haplodiploid;1;0.55;0.333333;200;132736551;0.02;0.45;0.01;20000;2;2;1552760719;1000;maternal;0.1;20000;3.13046;0.0113205;3.29503;0.00561538;226340;226547;0.0388;./core_560/sim_sa_sexbias_16_3_2019_182519_118165499
haplodiploid;1;0.55;0.333333;200;985695767;0.02;0.45;0.01;20000;2;2;1552662029;1000;maternal;0.1;20000;3.17626;0.00269193;3.18904;0.00539549;236729;237053;0.039408;./core_561/sim_sa_sexbias_15_3_2019_150029_985231767
haplodiploid;1;0.55;0.333333;200;291366598;0.02;0.45;0.01;20000;2;2;1552711691;1000;maternal;0.1;20000;3.08574;0.00510936;3.12383;0.00578848;216894;217558;0.038784;./core_561/sim_sa_sexbias_16_3_2019_044811_291058842
diploid;1;0.55;0.333333;200;346813360;0.02;0.45;0.01;20000;2;2;1552761135;1000;maternal;0.1;20000;3.11999;0.0107292;3.27683;0.00251153;224088;224428;0.039072;./core_561/sim_sa_sexbias_16_3_2019_183215_324734515
diploid;1;0.55;0.333333;200;774201455;0.02;0.45;0.01;20000;2;2;1552662029;1000;maternal;0.1;20000;3.04808;0.00504658;3.16631;0.0046849;209867;210066;0.038604;./core_562/sim_sa_sexbias_15_3_2019_150029_773856786
diploid;1;0.55;0.333333;200;236940951;0.02;0.45;0.01;20000;2;2;1552711058;1000;maternal;0.1;20000;3.09989;0.0111058;3.2041;0.00412404;219771;221307;0.038392;./core_562/sim_sa_sexbias_16_3_2019_043738_219363526
diploid;1;0.55;0.333333;200;502868000;0.02;0.45;0.01;20000;2;2;1552759900;1000;maternal;0.1;20000;3.14468;0.00438672;3.1743;0.00433418;230939;230848;0.038884;./core_562/sim_sa_sexbias_16_3_2019_181140_481073393
diploid;1;0.55;0.333333;200;861656624;0.02;0.45;0.01;20000;2;2;1552662029;1000;maternal;0.1;20000;3.04486;0.00490716;3.0992;0.00898093;208926;208836;0.038812;./core_563/sim_sa_sexbias_15_3_2019_150029_861210458
haplodiploid;1;0.55;0.333333;200;932870039;0.02;0.45;0.01;20000;2;2;1552711452;1000;paternal;0.1;20000;2.66012;0.00306158;3.08369;0.00399595;139423;139343;0.033036;./core_563/sim_sa_sexbias_16_3_2019_044412_932443482
haplodiploid;1;0.55;0.333333;200;62624216;0.02;0.45;0.01;20000;2;2;1552745134;1000;paternal;0.1;20000;2.66953;0.0041411;3.09524;0.00376281;140490;141093;0.033216;./core_563/sim_sa_sexbias_16_3_2019_140534_62279628
haplodiploid;1;0.55;0.333333;200;904310586;0.02;0.45;0.01;20000;2;2;1552662029;1000;paternal;0.1;20000;2.67434;0.00216615;3.08819;0.00213299;141072;140846;0.033472;./core_564/sim_sa_sexbias_15_3_2019_150029_903861550
haplodiploid;1;0.55;0.333333;200;369363862;0.02;0.45;0.01;20000;2;2;1552695956;1000;paternal;0.1;20000;2.68161;0.00430443;3.10234;0.00563802;142551;142774;0.033404;./core_564/sim_sa_sexbias_16_3_2019_002556_369063244
haplodiploid;1;0.55;0.333333;200;915063551;0.02;0.45;0.01;20000;2;2;1552728864;1000;paternal;0.1;20000;2.70045;0.00382237;3.09009;0.00510623;145424;145463;0.033272;./core_564/sim_sa_sexbias_16_3_2019_093424_914618269
diploid;1;0.55;0.333333;200;863618795;0.02;0.45;0.01;20000;2;2;1552662029;1000;paternal;0.1;20000;2.7305;0.00272526;2.90896;0.00459695;150688;150936;0.033472;./core_565/sim_sa_sexbias_15_3_2019_150029_863148149
diploid;1;0.55;0.333333;200;37708290;0.02;0.45;0.01;20000;2;2;1552697886;1000;paternal;0.1;20000;2.6959;0.00378349;2.92996;0.00175166;144900;145306;0.03344;./core_565/sim_sa_sexbias_16_3_2019_005806_16036389
diploid;1;0.55;0.333333;200;630682607;0.02;0.45;0.01;20000;2;2;1552735091;1000;paternal;0.1;20000;2.63994;0.00363611;2.91999;0.00362385;136091;135987;0.033612;./core_565/sim_sa_sexbias_16_3_2019_111811_608834449
diploid;1;0.55;0.333333;200;876093197;0.02;0.45;0.01;20000;2;2;1552662029;1000;paternal;0.1;20000;2.68694;0.00248281;2.87362;0.00256427;143060;144218;0.033724;./core_566/sim_sa_sexbias_15_3_2019_150029_875733328
diploid;1;0.55;0.333333;200;286692241;0.02;0.45;0.01;20000;2;2;1552698420;1000;paternal;0.1;20000;2.65452;0.00333122;2.89599;0.00597383;138172;138786;0.03358;./core_566/sim_sa_sexbias_16_3_2019_010700_264792098
haplodiploid;1;0.55;0.333333;200;883697219;0.02;0.45;0.01;20000;2;2;1552733030;1000;offspring;0.5;20000;2.82251;0.00317142;2.73338;0.00420673;166736;166249;0.033544;./core_566/sim_sa_sexbias_16_3_2019_104350_869699528
haplodiploid;1;0.55;0.333333;200;820229474;0.02;0.45;0.01;20000;2;2;1552662029;1000;offspring;0.5;20000;2.89543;0.00483513;2.73485;0.00292269;179054;179216;0.033496;./core_567/sim_sa_sexbias_15_3_2019_150029_819924774
haplodiploid;1;0.55;0.333333;200;667287736;0.02;0.45;0.01;20000;2;2;1552700893;1000;offspring;0.5;20000;2.82997;0.00242406;2.72532;0.00224217;168195;167621;0.033736;./core_567/sim_sa_sexbias_16_3_2019_014813_666788156
haplodiploid;1;0.55;0.333333;200;777833400;0.02;0.45;0.01;20000;2;2;1552740245;1000;offspring;0.5;20000;2.86201;0.00516502;2.72578;0.00413651;173330;173842;0.033524;./core_567/sim_sa_sexbias_16_3_2019_124405_756114864
haplodiploid;1;0.55;0.333333;200;852731882;0.02;0.45;0.01;20000;2;2;1552662029;1000;offspring;0.5;20000;2.86449;0.00502615;2.71106;0.00335165;173891;174466;0.033616;./core_568/sim_sa_sexbias_15_3_2019_150029_852254285
diploid;1;0.55;0.333333;200;512126806;0.02;0.45;0.01;20000;2;2;1552702729;1000;offspring;0.5;20000;2.82958;0.00376282;2.7106;0.00433748;167679;168134;0.033408;./core_568/sim_sa_sexbias_16_3_2019_021849_511790323
diploid;1;0.55;0.333333;200;234789380;0.02;0.45;0.01;20000;2;2;1552742898;1000;offspring;0.5;20000;2.80402;0.0041054;2.73892;0.00477788;163292;163617;0.033492;./core_568/sim_sa_sexbias_16_3_2019_132818_213126492
diploid;1;0.55;0.333333;200;849825983;0.02;0.45;0.01;20000;2;2;1552662029;1000;offspring;0.5;20000;2.80987;0.00292956;2.75117;0.00353454;164605;164166;0.033252;./core_569/sim_sa_sexbias_15_3_2019_150029_849299224
diploid;1;0.55;0.333333;200;476775445;0.02;0.45;0.01;20000;2;2;1552713133;1000;offspring;0.5;20000;2.85122;0.00285747;2.68312;0.00252438;171562;171661;0.033428;./core_569/sim_sa_sexbias_16_3_2019_051213_454966706
diploid;1;0.55;0.333333;200;778521421;0.02;0.45;0.01;20000;2;2;1552764593;1000;offspring;0.5;20000;2.81918;0.00293152;2.76202;0.00274662;165610;166421;0.03366;./core_569/sim_sa_sexbias_16_3_2019_192953_778061577
haplodiploid;1;0.55;0.333333;200;611854079;0.02;0.45;0.01;20000;2;2;1552662029;1000;madumnal;0.5;20000;2.87934;0.00519807;2.76641;0.00260464;176260;176590;0.033804;./core_570/sim_sa_sexbias_15_3_2019_150029_611500299
haplodiploid;1;0.55;0.333333;200;537156255;0.02;0.45;0.01;20000;2;2;1552692834;1000;madumnal;0.5;20000;2.94717;0.00171911;2.74591;0.00485895;189549;188974;0.034692;./core_570/sim_sa_sexbias_15_3_2019_233354_519793323
haplodiploid;1;0.55;0.333333;200;40612826;0.02;0.45;0.01;20000;2;2;1552724269;1000;madumnal;0.5;20000;2.97245;0.00374838;2.7102;0.00208475;194116;194224;0.03382;./core_570/sim_sa_sexbias_16_3_2019_081749_40296184
haplodiploid;1;0.55;0.333333;200;841269527;0.02;0.45;0.01;20000;2;2;1552662029;1000;madumnal;0.5;20000;2.90371;0.00612548;2.72167;0.00258851;180728;180646;0.034576;./core_571/sim_sa_sexbias_15_3_2019_150029_840924888
haplodiploid;1;0.55;0.333333;200;435327283;0.02;0.45;0.01;20000;2;2;1552704802;1000;madumnal;0.5;20000;2.9507;0.00260284;2.75068;0.00317392;190442;190429;0.03472;./core_571/sim_sa_sexbias_16_3_2019_025322_413685880
diploid;1;0.55;0.333333;200;79384488;0.02;0.45;0.01;20000;2;2;1552748121;1000;madumnal;0.5;20000;2.95524;0.0029659;2.77757;0.0021195;191020;190907;0.03488;./core_571/sim_sa_sexbias_16_3_2019_145521_61764155
diploid;1;0.55;0.333333;200;377848177;0.02;0.45;0.01;20000;2;2;1552662030;1000;madumnal;0.5;20000;2.93406;0.00451384;2.70059;0.00288804;187220;187161;0.03432;./core_572/sim_sa_sexbias_15_3_2019_150030_377418537
diploid;1;0.55;0.333333;200;734764547;0.02;0.45;0.01;20000;2;2;1552704846;1000;madumnal;0.5;20000;2.96736;0.0040514;2.6974;0.00183651;192008;192521;0.034524;./core_572/sim_sa_sexbias_16_3_2019_025406_734454498
diploid;1;0.55;0.333333;200;479596424;0.02;0.45;0.01;20000;2;2;1552748003;1000;madumnal;0.5;20000;2.94445;0.0027261;2.76576;0.00159889;188534;189164;0.034416;./core_572/sim_sa_sexbias_16_3_2019_145323_457954519
diploid;1;0.55;0.333333;200;270057871;0.02;0.45;0.01;20000;2;2;1552662030;1000;madumnal;0.5;20000;2.92785;0.00327628;2.75199;0.00288575;186740;185424;0.034024;./core_573/sim_sa_sexbias_15_3_2019_150030_269673246
haplodiploid;1;0.55;0.333333;200;934895045;0.02;0.45;0.01;20000;2;2;1552705767;1000;padumnal;0.5;20000;2.79882;0.00413349;2.77486;0.00215817;162783;162055;0.033436;./core_573/sim_sa_sexbias_16_3_2019_030927_934517798
haplodiploid;1;0.55;0.333333;200;666791168;0.02;0.45;0.01;20000;2;2;1552742688;1000;padumnal;0.5;20000;2.76165;0.00283373;2.7921;0.00397853;155926;155863;0.033396;./core_573/sim_sa_sexbias_16_3_2019_132448_666442001
haplodiploid;1;0.55;0.333333;200;668565099;0.02;0.45;0.01;20000;2;2;1552662035;1000;padumnal;0.5;20000;2.75882;0.00284635;2.76376;0.00338223;155276;155150;0.033404;./core_574/sim_sa_sexbias_15_3_2019_150035_666974932
haplodiploid;1;0.55;0.333333;200;507570989;0.02;0.45;0.01;20000;2;2;1552845655;1000;padumnal;0.5;20000;2.74936;0.0029397;2.71713;0.00223347;153536;153182;0.033452;./core_574/sim_sa_sexbias_17_3_2019_180055_492666197
haplodiploid;1;0.55;0.333333;200;315539421;0.02;0.45;0.01;20000;2;2;1553027743;1000;padumnal;0.5;20000;2.78214;0.00471094;2.7308;0.00504677;159689;158310;0.03334;./core_574/sim_sa_sexbias_19_3_2019_203543_293728539
diploid;1;0.55;0.333333;200;382531601;0.02;0.45;0.01;20000;2;2;1552662030;1000;padumnal;0.5;20000;2.72664;0.0026562;2.66621;0.0026417;149717;150059;0.033256;./core_575/sim_sa_sexbias_15_3_2019_150030_382138323
diploid;1;0.55;0.333333;200;912230995;0.02;0.45;0.01;20000;2;2;1552698918;1000;padumnal;0.5;20000;2.73574;0.00187723;2.6702;0.00298382;151679;152136;0.033304;./core_575/sim_sa_sexbias_16_3_2019_011518_890650390
diploid;1;0.55;0.333333;200;325221167;0.02;0.45;0.01;20000;2;2;1552735148;1000;padumnal;0.5;20000;2.72946;0.00288783;2.64907;0.00161598;150391;150491;0.033692;./core_575/sim_sa_sexbias_16_3_2019_111908_303600325
diploid;1;0.55;0.333333;200;429980918;0.02;0.45;0.01;20000;2;2;1552662030;1000;padumnal;0.5;20000;2.70035;0.00317146;2.62147;0.00157643;145113;145598;0.033712;./core_576/sim_sa_sexbias_15_3_2019_150030_429486904
diploid;1;0.55;0.333333;200;589611070;0.02;0.45;0.01;20000;2;2;1552698323;1000;padumnal;0.5;20000;2.69448;0.00380775;2.68992;0.00224157;143980;145041;0.0338;./core_576/sim_sa_sexbias_16_3_2019_010523_567950570
haplodiploid;1;0.55;0.333333;200;353600360;0.02;0.45;0.01;20000;2;2;1552734398;1000;maternal;0.5;20000;3.26799;0.00830619;2.85248;0.00650774;257892;258036;0.04044;./core_576/sim_sa_sexbias_16_3_2019_110638_331942438
haplodiploid;1;0.55;0.333333;200;387431922;0.02;0.45;0.01;20000;2;2;1552662030;1000;maternal;0.5;20000;3.22358;0.00407114;2.87828;0.00602147;247587;248222;0.04064;./core_577/sim_sa_sexbias_15_3_2019_150030_387070622
haplodiploid;1;0.55;0.333333;200;916010592;0.02;0.45;0.01;20000;2;2;1552715888;1000;maternal;0.5;20000;3.29614;0.00756591;2.89356;0.00586369;265253;264921;0.040516;./core_577/sim_sa_sexbias_16_3_2019_055808_894296096
haplodiploid;1;0.55;0.333333;200;681173280;0.02;0.45;0.01;20000;2;2;1552771343;1000;maternal;0.5;20000;3.24879;0.00363292;2.8693;0.00358043;253552;253918;0.040276;./core_577/sim_sa_sexbias_16_3_2019_212223_680826664
haplodiploid;1;0.55;0.333333;200;294184500;0.02;0.45;0.01;20000;2;2;1552662030;1000;maternal;0.5;20000;3.17894;0.0106376;2.92115;0.0113295;237467;238409;0.040904;./core_578/sim_sa_sexbias_15_3_2019_150030_293805678
diploid;1;0.55;0.333333;200;990565976;0.02;0.45;0.01;20000;2;2;1552716471;1000;maternal;0.5;20000;3.20114;0.0096039;2.85931;0.00546215;240623;240694;0.041792;./core_578/sim_sa_sexbias_16_3_2019_060751_969146193
diploid;1;0.55;0.333333;200;172583369;0.02;0.45;0.01;20000;2;2;1552772229;1000;maternal;0.5;20000;3.15732;0.00510946;2.85808;0.00739117;233482;232721;0.040936;./core_578/sim_sa_sexbias_16_3_2019_213709_150900359
diploid;1;0.55;0.333333;200;382250970;0.02;0.45;0.01;20000;2;2;1552662030;1000;maternal;0.5;20000;3.23837;0.00402041;2.91863;0.00681316;251399;251175;0.041068;./core_579/sim_sa_sexbias_15_3_2019_150030_381843042
diploid;1;0.55;0.333333;200;166952898;0.02;0.45;0.01;20000;2;2;1552716502;1000;maternal;0.5;20000;3.24237;0.0133363;2.85;0.00308558;251035;251858;0.040288;./core_579/sim_sa_sexbias_16_3_2019_060822_166548024
diploid;1;0.55;0.333333;200;410993187;0.02;0.45;0.01;20000;2;2;1552770027;1000;maternal;0.5;20000;3.29963;0.00438954;2.87544;0.00860228;265743;266000;0.04056;./core_579/sim_sa_sexbias_16_3_2019_210027_410632212
haplodiploid;1;0.55;0.333333;200;135392896;0.02;0.45;0.01;20000;2;2;1552662030;1000;paternal;0.5;20000;2.7184;0.00441424;2.74928;0.00149928;148770;148749;0.033504;./core_580/sim_sa_sexbias_15_3_2019_150030_135049327
haplodiploid;1;0.55;0.333333;200;457631520;0.02;0.45;0.01;20000;2;2;1552689021;1000;paternal;0.5;20000;2.75858;0.00290011;2.74952;0.00169683;154933;155364;0.03346;./core_580/sim_sa_sexbias_15_3_2019_223021_457273611
haplodiploid;1;0.55;0.333333;200;149416099;0.02;0.45;0.01;20000;2;2;1552715930;1000;paternal;0.5;20000;2.77876;0.00245581;2.73431;0.00198517;159180;158135;0.033376;./core_580/sim_sa_sexbias_16_3_2019_055850_127408588
haplodiploid;1;0.55;0.333333;200;270547066;0.02;0.45;0.01;20000;2;2;1552662030;1000;paternal;0.5;20000;2.76203;0.00295627;2.70244;0.00519585;156268;156454;0.03322;./core_581/sim_sa_sexbias_15_3_2019_150030_270213607
haplodiploid;1;0.55;0.333333;200;391127705;0.02;0.45;0.01;20000;2;2;1552698205;1000;paternal;0.5;20000;2.76607;0.00410389;2.72506;0.00288691;156443;156999;0.033588;./core_581/sim_sa_sexbias_16_3_2019_010325_369261953
diploid;1;0.55;0.333333;200;563660459;0.02;0.45;0.01;20000;2;2;1552735154;1000;paternal;0.5;20000;2.85067;0.00294456;2.70877;0.00420799;171035;171597;0.033364;./core_581/sim_sa_sexbias_16_3_2019_111914_563257483
diploid;1;0.55;0.333333;200;348496329;0.02;0.45;0.01;20000;2;2;1552662030;1000;paternal;0.5;20000;2.81188;0.00266354;2.69617;0.00432139;164991;164229;0.033772;./core_582/sim_sa_sexbias_15_3_2019_150030_348021569
diploid;1;0.55;0.333333;200;530412604;0.02;0.45;0.01;20000;2;2;1552701811;1000;paternal;0.5;20000;2.77858;0.00149105;2.7251;0.0104005;158914;159394;0.033936;./core_582/sim_sa_sexbias_16_3_2019_020331_511658483
diploid;1;0.55;0.333333;200;149860965;0.02;0.45;0.01;20000;2;2;1552741817;1000;paternal;0.5;20000;2.79822;0.00169032;2.74674;0.00227173;162021;162628;0.033424;./core_582/sim_sa_sexbias_16_3_2019_131017_149500011
diploid;1;0.55;0.333333;200;57324411;0.02;0.45;0.01;20000;2;2;1552662031;1000;paternal;0.5;20000;2.81204;0.00258919;2.69999;0.0070167;164454;164871;0.033656;./core_583/sim_sa_sexbias_15_3_2019_150031_56917388
haplodiploid;1;0.55;0.333333;200;597189375;0.02;0.45;0.01;20000;2;2;1552701582;1000;offspring;1;20000;3.10583;0.00501563;1.49917;0.00249195;222019;222081;0.0381;./core_583/sim_sa_sexbias_16_3_2019_015942_596909231
haplodiploid;1;0.55;0.333333;200;661115843;0.02;0.45;0.01;20000;2;2;1552749070;1000;offspring;1;20000;3.08097;0.00770885;1.46001;0.00307113;216133;217013;0.038308;./core_583/sim_sa_sexbias_16_3_2019_151110_660754489
haplodiploid;1;0.55;0.333333;200;27616032;0.02;0.45;0.01;20000;2;2;1552662031;1000;offspring;1;20000;3.13634;0.00372415;1.50371;0.00177983;228261;228819;0.038428;./core_584/sim_sa_sexbias_15_3_2019_150031_27236338
haplodiploid;1;0.55;0.333333;200;54277731;0.02;0.45;0.01;20000;2;2;1552731367;1000;offspring;1;20000;3.12653;0.00499083;1.52967;0.00166568;225752;226991;0.039008;./core_584/sim_sa_sexbias_16_3_2019_101607_53884825
haplodiploid;1;0.55;0.333333;200;813888518;0.02;0.45;0.01;20000;2;2;1552777833;1000;offspring;1;20000;3.09323;0.0107169;1.51226;0.00215616;219653;219309;0.03836;./core_584/sim_sa_sexbias_16_3_2019_231033_813452776
diploid;1;0.55;0.333333;200;874819244;0.02;0.45;0.01;20000;2;2;1552662030;1000;offspring;1;20000;3.07372;0.00223883;1.49955;0.00230235;215453;215401;0.038;./core_585/sim_sa_sexbias_15_3_2019_150030_874348004
diploid;1;0.55;0.333333;200;959877327;0.02;0.45;0.01;20000;2;2;1552707115;1000;offspring;1;20000;3.12301;0.00334616;1.5273;0.00169997;225446;225367;0.037896;./core_585/sim_sa_sexbias_16_3_2019_033155_949119838
diploid;1;0.55;0.333333;200;963865625;0.02;0.45;0.01;20000;2;2;1552753107;1000;offspring;1;20000;3.13502;0.00394829;1.50614;0.00188864;227612;228315;0.038452;./core_585/sim_sa_sexbias_16_3_2019_161827_942042253
diploid;1;0.55;0.333333;200;21498870;0.02;0.45;0.01;20000;2;2;1552662031;1000;offspring;1;20000;3.09734;0.00306399;1.49019;0.00246479;219605;219968;0.038128;./core_586/sim_sa_sexbias_15_3_2019_150031_21108285
diploid;1;0.55;0.333333;200;542101838;0.02;0.45;0.01;20000;2;2;1552707562;1000;offspring;1;20000;3.03331;0.00354212;1.53105;0.0026216;207159;206284;0.038224;./core_586/sim_sa_sexbias_16_3_2019_033922_541832703
haplodiploid;1;0.55;0.333333;200;266106540;0.02;0.45;0.01;20000;2;2;1552752123;1000;madumnal;1;20000;3.05598;0.00307194;1.53245;0.00146631;211470;211931;0.03798;./core_586/sim_sa_sexbias_16_3_2019_160203_265713566
haplodiploid;1;0.55;0.333333;200;67391080;0.02;0.45;0.01;20000;2;2;1552662031;1000;madumnal;1;20000;3.05426;0.00442873;1.53362;0.00148983;211216;210000;0.03796;./core_587/sim_sa_sexbias_15_3_2019_150031_67060884
haplodiploid;1;0.55;0.333333;200;678680840;0.02;0.45;0.01;20000;2;2;1552707255;1000;madumnal;1;20000;3.08895;0.00305901;1.52742;0.00224938;217907;217904;0.037788;./core_587/sim_sa_sexbias_16_3_2019_033415_678227969
haplodiploid;1;0.55;0.333333;200;698874649;0.02;0.45;0.01;20000;2;2;1552751616;1000;madumnal;1;20000;3.09983;0.00320318;1.51126;0.00208424;219547;221559;0.037832;./core_587/sim_sa_sexbias_16_3_2019_155336_698309538
haplodiploid;1;0.55;0.333333;200;74952393;0.02;0.45;0.01;20000;2;2;1552662031;1000;madumnal;1;20000;3.0427;0.00276753;1.50872;0.00187591;208618;208791;0.037396;./core_588/sim_sa_sexbias_15_3_2019_150031_74526790
diploid;1;0.55;0.333333;200;440676119;0.02;0.45;0.01;20000;2;2;1552705509;1000;madumnal;1;20000;3.13128;0.00472562;1.51955;0.00196909;226937;227274;0.03888;./core_588/sim_sa_sexbias_16_3_2019_030509_418987550
