system;q;dm;k;clutch;seed;sdmu;df;mu;numgen;nmp;nfp;runtime;patch;imprint;l;generation;meanaf;varaf;meanam;varam;nsurvf;nsurvm;ram;file
haplodiploid;1;0;0.333333;200;361737425;0.02;1;0.01;20000;2;2;1552661998;1000;offspring;0.1;20000;2.29957;0.0027649;3.84365;0.00424614;90029;90185;0.024088;./core_0/sim_sa_sexbias_15_3_2019_145958_361208969
haplodiploid;1;0;0.333333;200;177534800;0.02;1;0.01;20000;2;2;1552684575;1000;offspring;0.1;20000;2.33138;0.00553325;3.82603;0.00447396;93955;93560;0.0241;./core_0/sim_sa_sexbias_15_3_2019_211615_177251632
haplodiploid;1;0;0.333333;200;194997930;0.02;1;0.01;20000;2;2;1552708206;1000;offspring;0.1;20000;2.30491;0.00780923;3.88737;0.00537534;90489;90700;0.0241;./core_0/sim_sa_sexbias_16_3_2019_035006_194428064
haplodiploid;1;0;0.333333;200;337804010;0.02;1;0.01;20000;2;2;1552661998;1000;offspring;0.1;20000;2.34198;0.0069406;3.90335;0.00274418;94881;95597;0.024108;./core_1/sim_sa_sexbias_15_3_2019_145958_336758475
haplodiploid;1;0;0.333333;200;642506282;0.02;1;0.01;20000;2;2;1552684625;1000;offspring;0.1;20000;2.32737;0.00405027;3.8212;0.00788545;93247;93590;0.024104;./core_1/sim_sa_sexbias_15_3_2019_211705_642167477
diploid;1;0;0.333333;200;773027453;0.02;1;0.01;20000;2;2;1552707081;1000;offspring;0.1;20000;2.28611;0.00464475;3.37647;0.00501124;88068;88346;0.0241;./core_1/sim_sa_sexbias_16_3_2019_033121_772579266
diploid;1;0;0.333333;200;358596749;0.02;1;0.01;20000;2;2;1552661998;1000;offspring;0.1;20000;2.289;0.0042523;3.38313;0.00353476;89006;88858;0.024136;./core_2/sim_sa_sexbias_15_3_2019_145958_358016382
diploid;1;0;0.333333;200;217150908;0.02;1;0.01;20000;2;2;1552686290;1000;offspring;0.1;20000;2.31364;0.00176063;3.38328;0.00402017;91519;91794;0.024104;./core_2/sim_sa_sexbias_15_3_2019_214450_216735294
diploid;1;0;0.333333;200;499241905;0.02;1;0.01;20000;2;2;1552709450;1000;offspring;0.1;20000;2.2779;0.00359071;3.34874;0.00372661;87791;87067;0.024124;./core_2/sim_sa_sexbias_16_3_2019_041050_498842953
diploid;1;0;0.333333;200;337766027;0.02;1;0.01;20000;2;2;1552661998;1000;offspring;0.1;20000;2.30088;0.00300755;3.33572;0.00293362;90502;90396;0.024096;./core_3/sim_sa_sexbias_15_3_2019_145958_336770834
haplodiploid;1;0;0.333333;200;715665951;0.02;1;0.01;20000;2;2;1552685714;1000;madumnal;0.1;20000;2.35915;0.00569057;3.80188;0.00616565;97059;97626;0.024104;./core_3/sim_sa_sexbias_15_3_2019_213514_715291180
haplodiploid;1;0;0.333333;200;207351615;0.02;1;0.01;20000;2;2;1552708646;1000;madumnal;0.1;20000;2.31643;0.00217143;3.88923;0.00362454;92276;92275;0.024104;./core_3/sim_sa_sexbias_16_3_2019_035726_206941654
haplodiploid;1;0;0.333333;200;370517341;0.02;1;0.01;20000;2;2;1552661998;1000;madumnal;0.1;20000;2.31123;0.00374043;3.97203;0.00188236;91384;91345;0.024084;./core_4/sim_sa_sexbias_15_3_2019_145958_370030765
haplodiploid;1;0;0.333333;200;727112228;0.02;1;0.01;20000;2;2;1552685381;1000;madumnal;0.1;20000;2.33216;0.00384506;3.87532;0.00214512;94379;93846;0.024108;./core_4/sim_sa_sexbias_15_3_2019_212941_726698359
haplodiploid;1;0;0.333333;200;130107903;0.02;1;0.01;20000;2;2;1552708736;1000;madumnal;0.1;20000;2.31808;0.0024538;3.86791;0.00255101;92227;92006;0.024112;./core_4/sim_sa_sexbias_16_3_2019_035856_129784928
diploid;1;0;0.333333;200;256507368;0.02;1;0.01;20000;2;2;1552661998;1000;madumnal;0.1;20000;2.29928;0.00260857;3.83611;0.00435081;90282;89984;0.024104;./core_5/sim_sa_sexbias_15_3_2019_145958_255609836
diploid;1;0;0.333333;200;280371591;0.02;1;0.01;20000;2;2;1552686121;1000;madumnal;0.1;20000;2.34358;0.00152821;3.83359;0.00342852;95272;95605;0.02412;./core_5/sim_sa_sexbias_15_3_2019_214201_279923399
diploid;1;0;0.333333;200;601837980;0.02;1;0.01;20000;2;2;1552710085;1000;madumnal;0.1;20000;2.31426;0.00169033;3.84502;0.0019039;91678;91512;0.024124;./core_5/sim_sa_sexbias_16_3_2019_042125_588016078
diploid;1;0;0.333333;200;442032012;0.02;1;0.01;20000;2;2;1552661999;1000;madumnal;0.1;20000;2.32383;0.00169484;3.83876;0.0037425;93233;93024;0.024116;./core_6/sim_sa_sexbias_15_3_2019_145959_441023223
diploid;1;0;0.333333;200;568302130;0.02;1;0.01;20000;2;2;1552684906;1000;madumnal;0.1;20000;2.31493;0.00231272;3.86851;0.00435192;91782;91377;0.024112;./core_6/sim_sa_sexbias_15_3_2019_212146_566878727
haplodiploid;1;0;0.333333;200;335200166;0.02;1;0.01;20000;2;2;1552708284;1000;padumnal;0.1;20000;2.26865;0.00328336;3.86642;0.00653624;86647;86398;0.024088;./core_6/sim_sa_sexbias_16_3_2019_035124_334808557
haplodiploid;1;0;0.333333;200;305262661;0.02;1;0.01;20000;2;2;1552661999;1000;padumnal;0.1;20000;2.36986;0.00652425;3.90953;0.00684451;98442;98175;0.024088;./core_7/sim_sa_sexbias_15_3_2019_145959_304577056
haplodiploid;1;0;0.333333;200;837680785;0.02;1;0.01;20000;2;2;1552685099;1000;padumnal;0.1;20000;2.364;0.00230501;3.88887;0.00283867;97667;97762;0.024116;./core_7/sim_sa_sexbias_15_3_2019_212459_815988696
haplodiploid;1;0;0.333333;200;630920136;0.02;1;0.01;20000;2;2;1552709156;1000;padumnal;0.1;20000;2.30744;0.00619651;3.91745;0.00479009;90829;90949;0.024084;./core_7/sim_sa_sexbias_16_3_2019_040556_620007952
haplodiploid;1;0;0.333333;200;851027192;0.02;1;0.01;20000;2;2;1552661998;1000;padumnal;0.1;20000;2.32038;0.00435063;3.85479;0.00313558;91477;91948;0.024108;./core_8/sim_sa_sexbias_15_3_2019_145958_850145095
diploid;1;0;0.333333;200;945871475;0.02;1;0.01;20000;2;2;1552685082;1000;padumnal;0.1;20000;2.377;0.00314121;2.9002;0.0016885;99350;99601;0.0241;./core_8/sim_sa_sexbias_15_3_2019_212442_931101177
diploid;1;0;0.333333;200;415667446;0.02;1;0.01;20000;2;2;1552708849;1000;padumnal;0.1;20000;2.2938;0.00219702;2.93649;0.00260808;89491;89435;0.024112;./core_8/sim_sa_sexbias_16_3_2019_040049_415300322
diploid;1;0;0.333333;200;59501291;0.02;1;0.01;20000;2;2;1552661999;1000;padumnal;0.1;20000;2.2986;0.00145596;2.91952;0.00289193;89662;89996;0.024108;./core_9/sim_sa_sexbias_15_3_2019_145959_58838277
diploid;1;0;0.333333;200;566091571;0.02;1;0.01;20000;2;2;1552686242;1000;padumnal;0.1;20000;2.3364;0.00200911;2.9022;0.00197504;94506;94170;0.024104;./core_9/sim_sa_sexbias_15_3_2019_214402_565655076
diploid;1;0;0.333333;200;510221212;0.02;1;0.01;20000;2;2;1552710406;1000;padumnal;0.1;20000;2.32705;0.00249383;2.90494;0.0027959;93130;92812;0.024084;./core_9/sim_sa_sexbias_16_3_2019_042646_488600983
haplodiploid;1;0;0.333333;200;625033285;0.02;1;0.01;20000;2;2;1552661999;1000;maternal;0.1;20000;2.38115;0.0094797;5.33804;0.00518813;100005;99408;0.024128;./core_10/sim_sa_sexbias_15_3_2019_145959_624099843
haplodiploid;1;0;0.333333;200;500432575;0.02;1;0.01;20000;2;2;1552686502;1000;maternal;0.1;20000;2.36316;0.0060685;5.29788;0.011378;97353;97942;0.024116;./core_10/sim_sa_sexbias_15_3_2019_214822_499983665
haplodiploid;1;0;0.333333;200;428662899;0.02;1;0.01;20000;2;2;1552710787;1000;maternal;0.1;20000;2.40546;0.00265401;5.49239;0.00493014;103052;103050;0.02412;./core_10/sim_sa_sexbias_16_3_2019_043307_411947694
haplodiploid;1;0;0.333333;200;402329007;0.02;1;0.01;20000;2;2;1552661999;1000;maternal;0.1;20000;2.31291;0.00439786;5.49894;0.00667505;91891;91493;0.0241;./core_11/sim_sa_sexbias_15_3_2019_145959_398418062
haplodiploid;1;0;0.333333;200;512330769;0.02;1;0.01;20000;2;2;1552685164;1000;maternal;0.1;20000;2.33788;0.00335499;5.21036;0.00742469;94609;94641;0.024108;./core_11/sim_sa_sexbias_15_3_2019_212604_490497476
diploid;1;0;0.333333;200;178321837;0.02;1;0.01;20000;2;2;1552708280;1000;maternal;0.1;20000;2.31212;0.00436812;5.40877;0.00332139;91721;91216;0.024132;./core_11/sim_sa_sexbias_16_3_2019_035120_156470601
diploid;1;0;0.333333;200;473436268;0.02;1;0.01;20000;2;2;1552661998;1000;maternal;0.1;20000;2.29652;0.00363419;5.24905;0.00739297;89736;89491;0.024144;./core_12/sim_sa_sexbias_15_3_2019_145958_472664224
diploid;1;0;0.333333;200;893788535;0.02;1;0.01;20000;2;2;1552685944;1000;maternal;0.1;20000;2.3374;0.00471065;5.20168;0.00732623;94674;94449;0.02412;./core_12/sim_sa_sexbias_15_3_2019_213904_893499596
diploid;1;0;0.333333;200;386383259;0.02;1;0.01;20000;2;2;1552710555;1000;maternal;0.1;20000;2.32515;0.00379801;5.29681;0.00193596;93079;93103;0.024112;./core_12/sim_sa_sexbias_16_3_2019_042915_385966611
diploid;1;0;0.333333;200;212342978;0.02;1;0.01;20000;2;2;1552661999;1000;maternal;0.1;20000;2.36828;0.00480538;5.2237;0.00801549;98022;98463;0.024132;./core_13/sim_sa_sexbias_15_3_2019_145959_211600259
haplodiploid;1;0;0.333333;200;590474053;0.02;1;0.01;20000;2;2;1552685357;1000;paternal;0.1;20000;2.34453;0.00332271;3.88543;0.00376134;94978;95143;0.024092;./core_13/sim_sa_sexbias_15_3_2019_212917_569745969
haplodiploid;1;0;0.333333;200;663241366;0.02;1;0.01;20000;2;2;1552707898;1000;paternal;0.1;20000;2.34408;0.00228937;3.89411;0.00382421;95190;94991;0.024084;./core_13/sim_sa_sexbias_16_3_2019_034458_662790509
haplodiploid;1;0;0.333333;200;789056929;0.02;1;0.01;20000;2;2;1552661999;1000;paternal;0.1;20000;2.30045;0.00365186;3.87926;0.00265239;90421;89638;0.024096;./core_14/sim_sa_sexbias_15_3_2019_145959_788630362
haplodiploid;1;0;0.333333;200;951765992;0.02;1;0.01;20000;2;2;1552702883;1000;paternal;0.1;20000;2.32028;0.00429042;3.88324;0.00466536;92684;92580;0.024128;./core_14/sim_sa_sexbias_16_3_2019_022123_951352508
haplodiploid;1;0;0.333333;200;936163995;0.02;1;0.01;20000;2;2;1552726242;1000;paternal;0.1;20000;2.32309;0.00195733;3.85992;0.00371445;92871;92937;0.024104;./core_14/sim_sa_sexbias_16_3_2019_085042_935797110
diploid;1;0;0.333333;200;45964576;0.02;1;0.01;20000;2;2;1552662004;1000;paternal;0.1;20000;2.34047;0.00334904;2.86262;0.0049364;95376;94502;0.0241;./core_15/sim_sa_sexbias_15_3_2019_150004_42036817
diploid;1;0;0.333333;200;628936305;0.02;1;0.01;20000;2;2;1552794968;1000;paternal;0.1;20000;2.31531;0.00545573;2.91044;0.00557025;91635;91199;0.024124;./core_15/sim_sa_sexbias_17_3_2019_035608_627360834
diploid;1;0;0.333333;200;304556106;0.02;1;0.01;20000;2;2;1552925436;1000;paternal;0.1;20000;2.35465;0.00431179;2.95197;0.00379705;95670;96372;0.024092;./core_15/sim_sa_sexbias_18_3_2019_161036_282913807
diploid;1;0;0.333333;200;651935358;0.02;1;0.01;20000;2;2;1552661998;1000;paternal;0.1;20000;2.35681;0.00474354;2.90093;0.0127073;97036;96912;0.024112;./core_16/sim_sa_sexbias_15_3_2019_145958_651174120
diploid;1;0;0.333333;200;763618742;0.02;1;0.01;20000;2;2;1552687980;1000;paternal;0.1;20000;2.30401;0.00384669;2.9996;0.00881147;90531;90725;0.02412;./core_16/sim_sa_sexbias_15_3_2019_221300_742319333
haplodiploid;1;0;0.333333;200;771332797;0.02;1;0.01;20000;2;2;1552713788;1000;offspring;0.5;20000;2.3036;0.00558645;3.41472;0.00402647;90391;90731;0.024104;./core_16/sim_sa_sexbias_16_3_2019_052308_770960092
haplodiploid;1;0;0.333333;200;923168253;0.02;1;0.01;20000;2;2;1552661998;1000;offspring;0.5;20000;2.29915;0.0054228;3.35801;0.0031264;89815;89929;0.024092;./core_17/sim_sa_sexbias_15_3_2019_145958_922272687
haplodiploid;1;0;0.333333;200;913807039;0.02;1;0.01;20000;2;2;1552685239;1000;offspring;0.5;20000;2.30967;0.00357493;3.43424;0.0023416;90804;91529;0.024104;./core_17/sim_sa_sexbias_15_3_2019_212719_898066972
haplodiploid;1;0;0.333333;200;657691020;0.02;1;0.01;20000;2;2;1552708566;1000;offspring;0.5;20000;2.3421;0.00406632;3.31461;0.00340151;95141;95156;0.024936;./core_17/sim_sa_sexbias_16_3_2019_035606_635916742
haplodiploid;1;0;0.333333;200;628478562;0.02;1;0.01;20000;2;2;1552661998;1000;offspring;0.5;20000;2.28808;0.00354978;3.40854;0.00381748;89016;88549;0.024104;./core_18/sim_sa_sexbias_15_3_2019_145958_627585471
diploid;1;0;0.333333;200;573773012;0.02;1;0.01;20000;2;2;1552679345;1000;offspring;0.5;20000;2.31728;0.0027804;3.04074;0.00340209;92354;92325;0.024108;./core_18/sim_sa_sexbias_15_3_2019_194905_573424100
diploid;1;0;0.333333;200;857111384;0.02;1;0.01;20000;2;2;1552697533;1000;offspring;0.5;20000;2.29414;0.00372064;3.09101;0.00390637;89637;89924;0.024096;./core_18/sim_sa_sexbias_16_3_2019_005213_835087515
diploid;1;0;0.333333;200;637879156;0.02;1;0.01;20000;2;2;1552661999;1000;offspring;0.5;20000;2.32239;0.00304858;3.04073;0.00534945;93116;92623;0.024104;./core_19/sim_sa_sexbias_15_3_2019_145959_637215880
diploid;1;0;0.333333;200;976511755;0.02;1;0.01;20000;2;2;1552686054;1000;offspring;0.5;20000;2.34938;0.00567511;3.12861;0.00311637;96119;95813;0.024108;./core_19/sim_sa_sexbias_15_3_2019_214054_976115513
diploid;1;0;0.333333;200;6034812;0.02;1;0.01;20000;2;2;1552710631;1000;offspring;0.5;20000;2.31761;0.00335261;3.06537;0.00355051;91991;92381;0.024128;./core_19/sim_sa_sexbias_16_3_2019_043031_5631163
haplodiploid;1;0;0.333333;200;806326121;0.02;1;0.01;20000;2;2;1552661998;1000;madumnal;0.5;20000;2.26639;0.0031236;3.35966;0.00206609;85814;86250;0.0241;./core_20/sim_sa_sexbias_15_3_2019_145958_805501829
haplodiploid;1;0;0.333333;200;356459859;0.02;1;0.01;20000;2;2;1552685188;1000;madumnal;0.5;20000;2.35528;0.00178626;3.31243;0.00406777;96939;96589;0.024128;./core_20/sim_sa_sexbias_15_3_2019_212628_337608963
haplodiploid;1;0;0.333333;200;565421341;0.02;1;0.01;20000;2;2;1552709192;1000;madumnal;0.5;20000;2.31323;0.00185602;3.37808;0.0021912;91551;91753;0.024116;./core_20/sim_sa_sexbias_16_3_2019_040632_543962509
haplodiploid;1;0;0.333333;200;337185075;0.02;1;0.01;20000;2;2;1552661999;1000;madumnal;0.5;20000;2.34644;0.00275308;3.37504;0.00294918;96133;95790;0.02412;./core_21/sim_sa_sexbias_15_3_2019_145959_336534039
haplodiploid;1;0;0.333333;200;431590475;0.02;1;0.01;20000;2;2;1552679160;1000;madumnal;0.5;20000;2.35101;0.00363826;3.35127;0.00278139;96125;96071;0.024108;./core_21/sim_sa_sexbias_15_3_2019_194600_431244923
diploid;1;0;0.333333;200;211489676;0.02;1;0.01;20000;2;2;1552696395;1000;madumnal;0.5;20000;2.31838;0.00354585;3.37117;0.00147493;91971;92718;0.0241;./core_21/sim_sa_sexbias_16_3_2019_003315_190150724
diploid;1;0;0.333333;200;563645029;0.02;1;0.01;20000;2;2;1552661999;1000;madumnal;0.5;20000;2.28903;0.00343826;3.41058;0.00159568;89006;88255;0.024104;./core_22/sim_sa_sexbias_15_3_2019_145959_563266583
diploid;1;0;0.333333;200;951582768;0.02;1;0.01;20000;2;2;1552686314;1000;madumnal;0.5;20000;2.33185;0.00171163;3.33827;0.00354306;94209;93977;0.024108;./core_22/sim_sa_sexbias_15_3_2019_214514_933074486
diploid;1;0;0.333333;200;802580165;0.02;1;0.01;20000;2;2;1552710110;1000;madumnal;0.5;20000;2.28602;0.00439498;3.32796;0.00220798;88002;88398;0.024104;./core_22/sim_sa_sexbias_16_3_2019_042150_787859331
diploid;1;0;0.333333;200;944532109;0.02;1;0.01;20000;2;2;1552661998;1000;madumnal;0.5;20000;2.32637;0.00235479;3.32653;0.00208502;93118;93309;0.024116;./core_23/sim_sa_sexbias_15_3_2019_145958_943642184
haplodiploid;1;0;0.333333;200;459061557;0.02;1;0.01;20000;2;2;1552684923;1000;padumnal;0.5;20000;2.35421;0.00250071;3.35137;0.00329844;96655;95975;0.024128;./core_23/sim_sa_sexbias_15_3_2019_212203_437198148
haplodiploid;1;0;0.333333;200;445055043;0.02;1;0.01;20000;2;2;1552708976;1000;padumnal;0.5;20000;2.33682;0.00249759;3.38022;0.00565732;94239;94689;0.024088;./core_23/sim_sa_sexbias_16_3_2019_040256_428503897
haplodiploid;1;0;0.333333;200;337497222;0.02;1;0.01;20000;2;2;1552661998;1000;padumnal;0.5;20000;2.33228;0.00136375;3.34096;0.0032708;93650;94076;0.0241;./core_24/sim_sa_sexbias_15_3_2019_145958_336717396
haplodiploid;1;0;0.333333;200;397597472;0.02;1;0.01;20000;2;2;1552684295;1000;padumnal;0.5;20000;2.32737;0.00224791;3.34669;0.0027192;93113;93247;0.024124;./core_24/sim_sa_sexbias_15_3_2019_211135_397231762
haplodiploid;1;0;0.333333;200;573752304;0.02;1;0.01;20000;2;2;1552707109;1000;padumnal;0.5;20000;2.31412;0.00294782;3.38076;0.00189569;91409;91424;0.024132;./core_24/sim_sa_sexbias_16_3_2019_033149_573310138
diploid;1;0;0.333333;200;468470356;0.02;1;0.01;20000;2;2;1552661999;1000;padumnal;0.5;20000;2.32;0.00138303;2.78224;0.0025825;92244;92610;0.024148;./core_25/sim_sa_sexbias_15_3_2019_145959_467811401
diploid;1;0;0.333333;200;315671903;0.02;1;0.01;20000;2;2;1552686407;1000;padumnal;0.5;20000;2.31443;0.00261113;2.83327;0.00341876;90984;91413;0.024096;./core_25/sim_sa_sexbias_15_3_2019_214647_315324206
diploid;1;0;0.333333;200;995715977;0.02;1;0.01;20000;2;2;1552710660;1000;padumnal;0.5;20000;2.33531;0.00265903;2.80913;0.00212859;94266;93971;0.0241;./core_25/sim_sa_sexbias_16_3_2019_043100_974136769
diploid;1;0;0.333333;200;368852359;0.02;1;0.01;20000;2;2;1552661998;1000;padumnal;0.5;20000;2.35707;0.00160945;2.77944;0.00292837;96814;96618;0.024092;./core_26/sim_sa_sexbias_15_3_2019_145958_368306255
diploid;1;0;0.333333;200;511617935;0.02;1;0.01;20000;2;2;1552686337;1000;padumnal;0.5;20000;2.3202;0.0036064;2.81283;0.00221875;92273;92176;0.024084;./core_26/sim_sa_sexbias_15_3_2019_214537_511251723
haplodiploid;1;0;0.333333;200;777261739;0.02;1;0.01;20000;2;2;1552709819;1000;maternal;0.5;20000;2.32802;0.010347;4.67032;0.00460435;93362;93698;0.024112;./core_26/sim_sa_sexbias_16_3_2019_041659_776887715
haplodiploid;1;0;0.333333;200;806401317;0.02;1;0.01;20000;2;2;1552661998;1000;maternal;0.5;20000;2.36508;0.00383877;4.6383;0.0030908;97975;97746;0.024104;./core_27/sim_sa_sexbias_15_3_2019_145958_805514322
haplodiploid;1;0;0.333333;200;525985762;0.02;1;0.01;20000;2;2;1552685315;1000;maternal;0.5;20000;2.36709;0.00807081;4.5923;0.00692497;98132;98427;0.024124;./core_27/sim_sa_sexbias_15_3_2019_212835_525626723
haplodiploid;1;0;0.333333;200;272450347;0.02;1;0.01;20000;2;2;1552709383;1000;maternal;0.5;20000;2.29148;0.00412686;4.69229;0.0108993;88878;89089;0.024104;./core_27/sim_sa_sexbias_16_3_2019_040943_272099739
haplodiploid;1;0;0.333333;200;637679483;0.02;1;0.01;20000;2;2;1552661999;1000;maternal;0.5;20000;2.33478;0.00968972;4.81989;0.00485549;94270;93857;0.024104;./core_28/sim_sa_sexbias_15_3_2019_145959_637177259
diploid;1;0;0.333333;200;167957477;0.02;1;0.01;20000;2;2;1552686055;1000;maternal;0.5;20000;2.34788;0.00261681;4.75063;0.0084369;96147;95897;0.0241;./core_28/sim_sa_sexbias_15_3_2019_214055_146257676
diploid;1;0;0.333333;200;362880945;0.02;1;0.01;20000;2;2;1552711214;1000;maternal;0.5;20000;2.2936;0.00340501;4.69321;0.00282715;89846;89283;0.024108;./core_28/sim_sa_sexbias_16_3_2019_044014_341046369
diploid;1;0;0.333333;200;628326892;0.02;1;0.01;20000;2;2;1552661998;1000;maternal;0.5;20000;2.32207;0.0031455;4.58721;0.00351648;92596;92834;0.024108;./core_29/sim_sa_sexbias_15_3_2019_145958_627401991
diploid;1;0;0.333333;200;885118195;0.02;1;0.01;20000;2;2;1552680936;1000;maternal;0.5;20000;2.31152;0.00513863;4.63932;0.00443534;91539;91274;0.024112;./core_29/sim_sa_sexbias_15_3_2019_201536_874881405
diploid;1;0;0.333333;200;121378481;0.02;1;0.01;20000;2;2;1552698615;1000;maternal;0.5;20000;2.26754;0.00381873;4.64519;0.00500153;85687;86036;0.024096;./core_29/sim_sa_sexbias_16_3_2019_011015_120977478
haplodiploid;1;0;0.333333;200;923237931;0.02;1;0.01;20000;2;2;1552661998;1000;paternal;0.5;20000;2.32778;0.00271523;3.40297;0.00474334;92925;93347;0.024932;./core_30/sim_sa_sexbias_15_3_2019_145958_922271489
haplodiploid;1;0;0.333333;200;29363363;0.02;1;0.01;20000;2;2;1552684858;1000;paternal;0.5;20000;2.29367;0.00311316;3.42615;0.00380188;88774;88803;0.024136;./core_30/sim_sa_sexbias_15_3_2019_212058_29039932
haplodiploid;1;0;0.333333;200;408196566;0.02;1;0.01;20000;2;2;1552708390;1000;paternal;0.5;20000;2.33293;0.00366094;3.4036;0.00390482;94090;93504;0.024944;./core_30/sim_sa_sexbias_16_3_2019_035310_407766256
haplodiploid;1;0;0.333333;200;652074120;0.02;1;0.01;20000;2;2;1552661998;1000;paternal;0.5;20000;2.35841;0.00281205;3.47699;0.00203783;97309;96526;0.024168;./core_31/sim_sa_sexbias_15_3_2019_145958_651051356
haplodiploid;1;0;0.333333;200;527161306;0.02;1;0.01;20000;2;2;1552685703;1000;paternal;0.5;20000;2.31481;0.00326212;3.3112;0.00279244;91402;91420;0.024104;./core_31/sim_sa_sexbias_15_3_2019_213503_526798568
diploid;1;0;0.333333;200;180606311;0.02;1;0.01;20000;2;2;1552709637;1000;paternal;0.5;20000;2.343;0.0022985;3.064;0.00114987;95142;95113;0.02412;./core_31/sim_sa_sexbias_16_3_2019_041357_159400446
diploid;1;0;0.333333;200;46444786;0.02;1;0.01;20000;2;2;1552662004;1000;paternal;0.5;20000;2.34959;0.00624797;2.9708;0.00344525;95328;95694;0.024116;./core_32/sim_sa_sexbias_15_3_2019_150004_42066421
diploid;1;0;0.333333;200;285824678;0.02;1;0.01;20000;2;2;1552803868;1000;paternal;0.5;20000;2.37038;0.00312037;3.00739;0.00230714;98614;98353;0.024132;./core_32/sim_sa_sexbias_17_3_2019_062428_284796608
diploid;1;0;0.333333;200;129619843;0.02;1;0.01;20000;2;2;1552943691;1000;paternal;0.5;20000;2.3232;0.00329505;2.97856;0.00530634;93186;92689;0.024124;./core_32/sim_sa_sexbias_18_3_2019_211450_780669430
diploid;1;0;0.333333;200;680280290;0.02;1;0.01;20000;2;2;1552661999;1000;paternal;0.5;20000;2.33159;0.00416714;3.04024;0.00571991;93359;93614;0.024112;./core_33/sim_sa_sexbias_15_3_2019_145959_679205243
haplodiploid;1;0;0.333333;200;616893131;0.02;1;0.01;20000;2;2;1552688366;1000;offspring;1;20000;2.32152;0.0034511;1.49512;0.00172207;92851;92745;0.024104;./core_33/sim_sa_sexbias_15_3_2019_221926_597246383
haplodiploid;1;0;0.333333;200;254605855;0.02;1;0.01;20000;2;2;1552800732;1000;offspring;1;20000;2.28916;0.00423047;1.5121;0.00337719;88703;88694;0.024092;./core_33/sim_sa_sexbias_17_3_2019_053212_238159786
haplodiploid;1;0;0.333333;200;232124037;0.02;1;0.01;20000;2;2;1552661999;1000;offspring;1;20000;2.29581;0.00556365;1.51903;0.0019066;89620;89689;0.024088;./core_34/sim_sa_sexbias_15_3_2019_145959_231721345
haplodiploid;1;0;0.333333;200;950737107;0.02;1;0.01;20000;2;2;1552683551;1000;offspring;1;20000;2.36098;0.00304653;1.53772;0.00228049;97451;97346;0.024112;./core_34/sim_sa_sexbias_15_3_2019_205911_950386986
haplodiploid;1;0;0.333333;200;112428412;0.02;1;0.01;20000;2;2;1552705731;1000;offspring;1;20000;2.28837;0.00498236;1.50126;0.00167303;89157;88876;0.024108;./core_34/sim_sa_sexbias_16_3_2019_030851_98837089
diploid;1;0;0.333333;200;473522140;0.02;1;0.01;20000;2;2;1552661998;1000;offspring;1;20000;2.35238;0.00263619;1.47533;0.00430224;96302;96465;0.024104;./core_35/sim_sa_sexbias_15_3_2019_145958_472709330
diploid;1;0;0.333333;200;100713214;0.02;1;0.01;20000;2;2;1552684975;1000;offspring;1;20000;2.30938;0.00454478;1.56063;0.00260193;91388;91323;0.024128;./core_35/sim_sa_sexbias_15_3_2019_212255_100376269
diploid;1;0;0.333333;200;960018565;0.02;1;0.01;20000;2;2;1552708273;1000;offspring;1;20000;2.31092;0.00287794;1.50059;0.00172216;91401;91327;0.024104;./core_35/sim_sa_sexbias_16_3_2019_035113_947465894
diploid;1;0;0.333333;200;398843632;0.02;1;0.01;20000;2;2;1552661999;1000;offspring;1;20000;2.32353;0.00387462;1.48819;0.0018582;92767;92635;0.024096;./core_36/sim_sa_sexbias_15_3_2019_145959_398238835
diploid;1;0;0.333333;200;326343874;0.02;1;0.01;20000;2;2;1552684265;1000;offspring;1;20000;2.35311;0.00258346;1.5519;0.00212937;96876;96752;0.024116;./core_36/sim_sa_sexbias_15_3_2019_211105_309615902
haplodiploid;1;0;0.333333;200;4340716;0.02;1;0.01;20000;2;2;1552707079;1000;madumnal;1;20000;2.29826;0.00204404;1.47731;0.00513527;89735;90082;0.0241;./core_36/sim_sa_sexbias_16_3_2019_033118_982610796
haplodiploid;1;0;0.333333;200;624916031;0.02;1;0.01;20000;2;2;1552661999;1000;madumnal;1;20000;2.36976;0.00392658;1.51569;0.00222824;98604;98433;0.024928;./core_37/sim_sa_sexbias_15_3_2019_145959_624087285
haplodiploid;1;0;0.333333;200;338608140;0.02;1;0.01;20000;2;2;1552684863;1000;madumnal;1;20000;2.32906;0.00284619;1.48849;0.00256283;93839;93503;0.024136;./core_37/sim_sa_sexbias_15_3_2019_212103_316953092
haplodiploid;1;0;0.333333;200;900919130;0.02;1;0.01;20000;2;2;1552707342;1000;madumnal;1;20000;2.26083;0.00346736;1.53556;0.00405344;85862;85395;0.024112;./core_37/sim_sa_sexbias_16_3_2019_033542_900554906
haplodiploid;1;0;0.333333;200;59395821;0.02;1;0.01;20000;2;2;1552661999;1000;madumnal;1;20000;2.30665;0.00253377;1.49059;0.00471924;90659;91152;0.024108;./core_38/sim_sa_sexbias_15_3_2019_145959_58587651
diploid;1;0;0.333333;200;661775021;0.02;1;0.01;20000;2;2;1552683987;1000;madumnal;1;20000;2.32253;0.00224515;1.52974;0.00155887;92740;92734;0.024088;./core_38/sim_sa_sexbias_15_3_2019_210627_661382811
